,userID,itemID,eventStrength
126,2,30765,1
127,2,8365,1
128,2,26757,1
129,2,19434,1
130,2,5213,1
131,2,10769,1
132,2,2310,1
133,2,10386,1
134,2,13716,1
135,2,16286,1
136,2,10261,1
137,2,27326,1
138,2,8999,1
139,2,22903,1
140,2,11956,1
141,2,24007,1
142,2,6872,1
143,2,27840,1
144,2,140,1
145,2,27849,1
146,2,28931,1
147,2,16297,1
148,2,15060,1
149,2,749,1
150,3,17281,1
151,3,4132,1
152,3,27317,1
153,3,5188,1
154,3,26656,1
155,3,3934,1
156,3,18381,1
157,3,14263,1
158,3,1666,1
159,3,16282,1
160,3,8912,1
161,3,1702,1
162,3,1135,1
163,3,14607,1
164,3,19037,1
165,3,4127,1
166,3,19397,1
167,3,22260,1
168,3,4242,1
169,3,6506,1
170,3,19044,1
171,3,16237,1
172,3,13416,1
173,3,23254,1
174,3,19780,1
175,3,20402,1
176,3,16331,1
177,3,1515,1
178,3,10506,1
179,3,22742,1
180,3,28753,1
181,3,13308,1
182,3,20373,1
183,3,23427,1
184,3,25715,1
185,3,20893,1
186,3,17063,1
187,3,27251,1
188,3,11118,1
189,3,11994,1
190,3,30665,1
191,3,24806,1
192,3,29077,1
193,3,8672,1
194,3,21559,1
195,3,29122,1
196,3,1339,1
197,3,3605,1
198,3,29006,1
199,3,12417,1
200,4,4289,1
201,4,16383,1
202,4,10634,1
203,4,22495,1
204,4,4881,1
205,4,9,1
206,4,9288,1
207,4,3728,1
208,4,14398,1
209,4,12611,1
210,4,11026,1
211,4,15146,1
212,4,698,1
213,4,15370,1
214,4,17626,1
215,4,8874,1
216,4,13237,1
217,4,16565,1
218,4,16325,1
219,4,24677,1
220,4,30216,1
221,4,29059,1
222,4,24547,1
223,4,23272,1
224,4,24011,1
225,4,8996,1
226,4,12996,1
227,4,27857,1
228,4,7310,1
229,4,20861,1
230,4,11832,1
231,4,14071,1
232,4,29351,1
233,4,2220,1
234,4,28027,1
235,4,7868,1
236,4,14403,1
237,4,21695,1
238,4,19934,1
239,4,9545,1
240,4,3298,1
241,4,24918,1
242,4,7907,1
243,4,24408,1
244,4,21321,1
245,4,18219,1
246,4,3397,1
247,4,23682,1
248,4,29835,1
249,4,15761,1
250,5,12551,1
251,5,1019,1
252,5,2505,1
253,5,8622,1
254,5,26335,1
255,5,4309,1
256,5,29566,1
257,5,27588,1
258,5,8726,1
259,5,9418,1
260,5,6507,1
261,5,3608,1
262,5,28545,1
263,5,29512,1
264,5,18970,1
265,5,21495,1
266,5,12467,1
267,5,1959,1
268,5,20884,1
269,5,21063,1
270,5,13976,1
271,5,8624,1
272,5,6146,1
273,5,10636,1
274,5,25471,1
275,5,6910,1
276,5,14433,1
277,5,22125,1
278,5,15385,1
279,5,22608,1
280,5,25250,1
281,5,28116,1
282,5,12028,1
283,5,6291,1
284,5,4162,1
285,5,13346,1
286,5,12363,1
287,5,3844,1
288,5,14000,1
289,5,28999,1
290,5,22790,1
291,5,18557,1
292,5,9989,1
293,5,24703,1
294,5,4744,1
295,5,11899,1
296,5,24741,1
297,5,3760,1
298,5,4645,1
299,5,22371,1
300,6,28967,1
301,6,1010,1
302,6,10732,1
303,6,4173,1
304,6,14464,1
305,6,23449,1
306,6,9708,1
307,6,9173,1
308,6,6878,1
309,6,2549,1
310,6,26778,1
311,6,23847,1
312,6,29870,1
313,6,16585,1
314,6,27854,1
315,6,12198,1
316,6,2803,1
317,6,5310,1
318,6,8238,1
319,6,6836,1
320,6,18601,1
321,6,19197,1
322,6,10835,1
323,6,29713,1
324,6,15764,1
325,6,18241,1
326,6,20377,1
327,6,10879,1
328,6,4190,1
329,6,14044,1
330,6,7711,1
331,6,30368,1
332,6,13469,1
333,6,21242,1
334,6,13568,1
335,6,5182,1
336,6,16407,1
337,6,23497,1
338,6,9439,1
339,6,13513,1
340,6,11716,1
341,6,10235,1
342,6,9441,1
343,6,22902,1
344,6,19280,1
345,6,24918,1
346,6,5982,1
347,6,26741,1
348,6,28681,1
349,6,10691,1
350,7,15877,1
351,7,25498,1
352,7,30500,1
353,7,10229,1
354,7,19242,1
355,7,19005,1
356,7,9518,1
357,7,16691,1
358,7,16455,1
359,7,30095,1
360,7,2946,1
361,7,16586,1
362,7,28393,1
363,7,28802,1
364,7,8446,1
365,7,24079,1
366,7,8411,1
367,7,8612,1
368,7,13227,1
369,7,1510,1
370,7,3578,1
371,7,19263,1
372,7,11388,1
373,7,29378,1
374,7,25237,1
375,7,8757,1
376,7,23398,1
377,7,221,1
378,7,2317,1
379,7,26072,1
380,7,18113,1
381,7,16114,1
382,7,23531,1
383,7,26636,1
384,7,24073,1
385,7,8049,1
386,7,1254,1
387,7,2784,1
388,7,12686,1
389,7,16446,1
390,7,8164,1
391,7,12861,1
392,7,26875,1
393,7,16107,1
394,7,11165,1
395,7,19558,1
396,7,4371,1
397,7,20544,1
398,7,3581,1
399,7,16604,1
400,8,20592,1
401,8,7444,1
402,8,8221,1
403,8,3616,1
404,8,29794,1
405,8,21628,1
406,8,7491,1
407,8,5586,1
408,8,12401,1
409,8,22796,1
410,8,15583,1
411,8,13086,1
412,8,23548,1
413,8,9921,1
414,8,16198,1
415,8,2300,1
416,8,7357,1
417,8,14367,1
418,8,11998,1
419,8,13100,1
420,8,2199,1
421,8,16321,1
422,8,26993,1
423,8,5239,1
424,8,8625,1
425,8,28347,1
426,8,10084,1
427,8,11579,1
428,8,4668,1
429,8,24536,1
430,8,14447,1
431,8,8584,1
432,8,10903,1
433,8,29142,1
434,8,18838,1
435,8,16433,1
436,8,4303,1
437,8,27383,1
438,8,3184,1
439,8,12315,1
440,8,11472,1
441,8,6450,1
442,8,12936,1
443,8,11324,1
444,8,8037,1
445,8,3745,1
446,8,10524,1
447,8,27199,1
448,8,25233,1
449,8,28879,1
450,9,14324,1
451,9,4146,1
452,9,10498,1
453,9,10681,1
454,9,18144,1
455,9,29815,1
456,9,5405,1
457,9,27452,1
458,9,20080,1
459,9,9853,1
460,9,26146,1
461,9,2405,1
462,9,20557,1
463,9,886,1
464,9,28084,1
465,9,22830,1
466,9,1763,1
467,9,27785,1
468,9,18528,1
469,9,20985,1
470,9,18299,1
471,9,1674,1
472,9,22072,1
473,9,15843,1
474,9,25791,1
475,9,17372,1
476,9,16279,1
477,9,10190,1
478,9,12605,1
479,9,2430,1
480,9,8794,1
481,9,6865,1
482,9,9194,1
483,9,12472,1
484,9,25514,1
485,9,17942,1
486,9,27113,1
487,9,8992,1
488,9,18977,1
489,9,4242,1
490,9,29581,1
491,9,18922,1
492,9,18642,1
493,9,18401,1
494,9,6104,1
495,9,22854,1
496,9,12610,1
497,9,17184,1
498,9,17566,1
499,9,29458,1
500,10,27221,1
501,10,3247,1
502,10,12746,1
503,10,24125,1
504,10,20066,1
505,10,28768,1
506,10,10207,1
507,10,3537,1
508,10,23470,1
509,10,155,1
510,10,25378,1
511,10,23897,1
512,10,19990,1
513,10,22182,1
514,10,12042,1
515,10,29355,1
516,10,27392,1
517,10,12649,1
518,10,25889,1
519,10,16688,1
520,10,2037,1
521,10,2087,1
522,10,26153,1
523,10,15909,1
524,10,16839,1
525,10,30243,1
526,10,15584,1
527,10,9178,1
528,10,29655,1
529,10,17417,1
530,10,4633,1
531,10,15715,1
532,10,27055,1
533,10,2924,1
534,10,10638,1
535,10,7330,1
536,10,4483,1
537,10,12259,1
538,10,16946,1
539,10,27910,1
540,10,6281,1
541,10,20977,1
542,10,4354,1
543,10,1627,1
544,10,13405,1
545,10,8475,1
546,10,10066,1
547,10,976,1
548,10,21319,1
549,10,15131,1
550,11,11134,1
551,11,24869,1
552,11,21301,1
553,11,11629,1
554,11,25375,1
555,11,29104,1
556,11,13658,1
557,11,4458,1
558,11,14211,1
559,11,17869,1
560,11,2425,1
561,11,12268,1
562,11,10754,1
563,11,28087,1
564,11,20947,1
565,11,21629,1
566,11,12994,1
567,11,28395,1
568,11,11508,1
569,11,3028,1
570,11,12469,1
571,11,6013,1
572,11,10301,1
573,11,3565,1
574,11,28984,1
575,11,24485,1
576,11,4439,1
577,11,14731,1
578,11,24091,1
579,11,29056,1
580,11,8125,1
581,11,12085,1
582,11,7362,1
583,11,22693,1
584,11,12621,1
585,11,4650,1
586,11,16424,1
587,11,25598,1
588,11,11450,1
589,11,6926,1
590,11,4165,1
591,11,29642,1
592,11,20304,1
593,11,8450,1
594,11,16997,1
595,11,26139,1
596,11,24062,1
597,11,16569,1
598,11,2787,1
599,11,16167,1
600,12,8419,1
601,12,3267,1
602,12,8949,1
603,12,3568,1
604,12,8182,1
605,12,14196,1
606,12,9877,1
607,12,25763,1
608,12,29484,1
609,12,850,1
610,12,13900,1
611,12,12791,1
612,12,6308,1
613,12,3909,1
614,12,14933,1
615,12,15317,1
616,12,20039,1
617,12,26456,1
618,12,7539,1
619,12,18586,1
620,12,20027,1
621,12,11716,1
622,12,23975,1
623,12,28007,1
624,12,21947,1
625,12,6345,1
626,12,12764,1
627,12,29164,1
628,12,3831,1
629,12,10357,1
630,12,9070,1
631,12,11023,1
632,12,12321,1
633,12,602,1
634,12,30342,1
635,12,28556,1
636,12,18503,1
637,12,21143,1
638,12,19479,1
639,12,15607,1
640,12,11036,1
641,12,20145,1
642,12,28551,1
643,12,17917,1
644,12,4561,1
645,12,1909,1
646,12,7043,1
647,12,5556,1
648,12,8224,1
649,12,16828,1
650,13,1243,1
651,13,12227,1
652,13,26766,1
653,13,27175,1
654,13,19001,1
655,13,27426,1
656,13,28303,1
657,13,13652,1
658,13,21386,1
659,13,5430,1
660,13,25045,1
661,13,19949,1
662,13,8202,1
663,13,12795,1
664,13,26112,1
665,13,20508,1
666,13,9333,1
667,13,10534,1
668,13,18691,1
669,13,541,1
670,13,3580,1
671,13,16052,1
672,13,11384,1
673,13,14081,1
674,13,6450,1
675,13,28990,1
676,13,24450,1
677,13,7503,1
678,13,30736,1
679,13,18433,1
680,13,9759,1
681,13,9252,1
682,13,9349,1
683,13,27844,1
684,13,2436,1
685,13,17533,1
686,13,15607,1
687,13,3410,1
688,13,11535,1
689,13,29388,1
690,13,21701,1
691,13,18767,1
692,13,30295,1
693,13,3703,1
694,13,8097,1
695,13,26420,1
696,13,3226,1
697,13,30767,1
698,13,4125,1
699,13,12969,1
700,14,6856,1
701,14,1874,1
702,14,22057,1
703,14,2956,1
704,14,21226,1
705,14,14365,1
706,14,28612,1
707,14,22658,1
708,14,26174,1
709,14,18614,1
710,14,9449,1
711,14,12132,1
712,14,28029,1
713,14,13594,1
714,14,22546,1
715,14,11581,1
716,14,2537,1
717,14,23147,1
718,14,16828,1
719,14,781,1
720,14,8526,1
721,14,8899,1
722,14,4009,1
723,14,22532,1
724,14,6863,1
725,14,7861,1
726,14,15562,1
727,14,8310,1
728,14,13643,1
729,14,546,1
730,14,13476,1
731,14,2623,1
732,14,16000,1
733,14,4859,1
734,14,4860,1
735,14,10878,1
736,14,6456,1
737,14,19817,1
738,14,4193,1
739,14,21123,1
740,14,22709,1
741,14,19102,1
742,14,17835,1
743,14,29577,1
744,14,23493,1
745,14,24590,1
746,14,25479,1
747,14,23666,1
748,14,28211,1
749,14,21883,1
750,15,10213,1
751,15,27387,1
752,15,19062,1
753,15,23902,1
754,15,16600,1
755,15,30429,1
756,15,14157,1
757,15,17922,1
758,15,1740,1
759,15,19879,1
760,15,15652,1
761,15,29742,1
762,15,25295,1
763,15,17300,1
764,15,13966,1
765,15,24815,1
766,15,15261,1
767,15,13388,1
768,15,26385,1
769,15,17382,1
770,15,10101,1
771,15,27550,1
772,15,24293,1
773,15,28538,1
774,15,6877,1
775,15,20514,1
776,15,25008,1
777,15,5772,1
778,15,27300,1
779,15,17220,1
780,15,7523,1
781,15,22277,1
782,15,26506,1
783,15,7007,1
784,15,22331,1
785,15,22455,1
786,15,14267,1
787,15,29426,1
788,15,6496,1
789,15,17993,1
790,15,13437,1
791,15,4503,1
792,15,29122,1
793,15,21455,1
794,15,16031,1
795,15,10458,1
796,15,15023,1
797,15,15418,1
798,15,11969,1
799,15,6867,1
800,16,28787,1
801,16,23355,1
802,16,856,1
803,16,25546,1
804,16,29363,1
805,16,4351,1
806,16,20191,1
807,16,8279,1
808,16,29597,1
809,16,6187,1
810,16,18298,1
811,16,27096,1
812,16,15877,1
813,16,5889,1
814,16,14463,1
815,16,16858,1
816,16,13635,1
817,16,18782,1
818,16,6815,1
819,16,6076,1
820,16,26272,1
821,16,25764,1
822,16,7436,1
823,16,10430,1
824,16,62,1
825,16,4241,1
826,16,14088,1
827,16,16002,1
828,16,19991,1
829,16,6394,1
830,16,13138,1
831,16,28459,1
832,16,15725,1
833,16,2161,1
834,16,18112,1
835,16,11823,1
836,16,15289,1
837,16,27626,1
838,16,30543,1
839,16,6926,1
840,16,26717,1
841,16,1520,1
842,16,1165,1
843,16,19489,1
844,16,5722,1
845,16,15560,1
846,16,24745,1
847,16,26856,1
848,16,15200,1
849,16,22625,1
850,17,811,1
851,17,3417,1
852,17,12144,1
853,17,21277,1
854,17,13060,1
855,17,14930,1
856,17,23484,1
857,17,13380,1
858,17,5932,1
859,17,10902,1
860,17,5570,1
861,17,1659,1
862,17,9851,1
863,17,23052,1
864,17,25483,1
865,17,23488,1
866,17,26195,1
867,17,10926,1
868,17,20158,1
869,17,21010,1
870,17,611,1
871,17,4275,1
872,17,16391,1
873,17,30571,1
874,17,19587,1
875,17,15934,1
876,17,22691,1
877,17,25423,1
878,17,22196,1
879,17,14991,1
880,17,11648,1
881,17,4233,1
882,17,6156,1
883,17,30242,1
884,17,25372,1
885,17,27712,1
886,17,7145,1
887,17,7948,1
888,17,21265,1
889,17,130,1
890,17,23045,1
891,17,11457,1
892,17,3136,1
893,17,18495,1
894,17,28801,1
895,17,7470,1
896,17,27882,1
897,17,9059,1
898,17,11742,1
899,17,21715,1
900,18,28298,1
901,18,2830,1
902,18,10663,1
903,18,1779,1
904,18,8007,1
905,18,4317,1
906,18,6390,1
907,18,18372,1
908,18,30021,1
909,18,4442,1
910,18,28737,1
911,18,15225,1
912,18,5963,1
913,18,1995,1
914,18,19305,1
915,18,28395,1
916,18,24168,1
917,18,20733,1
918,18,9859,1
919,18,7029,1
920,18,2569,1
921,18,21765,1
922,18,22078,1
923,18,3000,1
924,18,2041,1
925,18,1382,1
926,18,27878,1
927,18,8345,1
928,18,25100,1
929,18,7183,1
930,18,25369,1
931,18,7520,1
932,18,24635,1
933,18,11781,1
934,18,16982,1
935,18,22539,1
936,18,10699,1
937,18,2930,1
938,18,23633,1
939,18,2371,1
940,18,12994,1
941,18,29004,1
942,18,1231,1
943,18,28403,1
944,18,5153,1
945,18,8012,1
946,18,5856,1
947,18,23025,1
948,18,24311,1
949,18,5253,1
950,19,4790,1
951,19,11447,1
952,19,2791,1
953,19,23670,1
954,19,10484,1
955,19,9207,1
956,19,1062,1
957,19,21921,1
958,19,21324,1
959,19,6666,1
960,19,10965,1
961,19,17248,1
962,19,7478,1
963,19,21524,1
964,19,30515,1
965,19,16152,1
966,19,5871,1
967,19,18876,1
968,19,11076,1
969,19,7415,1
970,19,7757,1
971,19,13436,1
972,19,24915,1
973,19,2050,1
974,19,12297,1
975,19,11168,1
976,19,2058,1
977,19,26204,1
978,19,17367,1
979,19,9136,1
980,19,10645,1
981,19,11886,1
982,19,26022,1
983,19,23587,1
984,19,9449,1
985,19,29419,1
986,19,9102,1
987,19,1415,1
988,19,28257,1
989,19,13789,1
990,19,26398,1
991,19,17956,1
992,19,12286,1
993,19,14433,1
994,19,27475,1
995,19,21364,1
996,19,5816,1
997,19,25544,1
998,19,3908,1
999,19,11623,1
1000,20,18559,1
1001,20,9579,1
1002,20,5268,1
1003,20,10371,1
1004,20,11421,1
1005,20,4631,1
1006,20,16128,1
1007,20,4738,1
1008,20,18542,1
1009,20,7928,1
1010,20,592,1
1011,20,20042,1
1012,20,30486,1
1013,20,29068,1
1014,20,25013,1
1015,20,6514,1
1016,20,19506,1
1017,20,20995,1
1018,20,1052,1
1019,20,25305,1
1020,20,1832,1
1021,20,14184,1
1022,20,3411,1
1023,20,21375,1
1024,20,30754,1
1025,20,25430,1
1026,20,9049,1
1027,20,29325,1
1028,20,14714,1
1029,20,26462,1
1030,20,29466,1
1031,20,22328,1
1032,20,7645,1
1033,20,24068,1
1034,20,23477,1
1035,20,29643,1
1036,20,13355,1
1037,20,4490,1
1038,20,7089,1
1039,20,2380,1
1040,20,21342,1
1041,20,17221,1
1042,20,21774,1
1043,20,20246,1
1044,20,4415,1
1045,20,15706,1
1046,20,23123,1
1047,20,20694,1
1048,20,209,1
1049,20,11483,1
1050,21,4712,1
1051,21,5891,1
1052,21,510,1
1053,21,14305,1
1054,21,15561,1
1055,21,29726,1
1056,21,6089,1
1057,21,16920,1
1058,21,24630,1
1059,21,20855,1
1060,21,11107,1
1061,21,6936,1
1062,21,7114,1
1063,21,20228,1
1064,21,15820,1
1065,21,26481,1
1066,21,13446,1
1067,21,11460,1
1068,21,26219,1
1069,21,2442,1
1070,21,8044,1
1071,21,7307,1
1072,21,17965,1
1073,21,7350,1
1074,21,25217,1
1075,21,1281,1
1076,21,22475,1
1077,21,14071,1
1078,21,2587,1
1079,21,29077,1
1080,21,18132,1
1081,21,3549,1
1082,21,28980,1
1083,21,28448,1
1084,21,25591,1
1085,21,12001,1
1086,21,22885,1
1087,21,24926,1
1088,21,9672,1
1089,21,11329,1
1090,21,13583,1
1091,21,10687,1
1092,21,24196,1
1093,21,1462,1
1094,21,14681,1
1095,21,5977,1
1096,21,18161,1
1097,21,17504,1
1098,21,3295,1
1099,21,1357,1
1100,22,11323,1
1101,22,10504,1
1102,22,12004,1
1103,22,16548,1
1104,22,26255,1
1105,22,21152,1
1106,22,7786,1
1107,22,18453,1
1108,22,11001,1
1109,22,27387,1
1110,22,25227,1
1111,22,10607,1
1112,22,16022,1
1113,22,19680,1
1114,22,26436,1
1115,22,17201,1
1116,22,22424,1
1117,22,17409,1
1118,22,3311,1
1119,22,19295,1
1120,22,1134,1
1121,22,11887,1
1122,22,16574,1
1123,22,6678,1
1124,22,19798,1
1125,22,21903,1
1126,22,8035,1
1127,22,28483,1
1128,22,13779,1
1129,22,708,1
1130,22,17844,1
1131,22,25713,1
1132,22,18704,1
1133,22,18657,1
1134,22,14900,1
1135,22,2230,1
1136,22,2237,1
1137,22,28154,1
1138,22,11995,1
1139,22,10336,1
1140,22,22669,1
1141,22,9897,1
1142,22,24989,1
1143,22,7225,1
1144,22,7433,1
1145,22,13112,1
1146,22,5333,1
1147,22,22302,1
1148,22,6516,1
1149,22,11702,1
1150,23,21319,1
1151,23,27786,1
1152,23,3040,1
1153,23,16168,1
1154,23,12420,1
1155,23,15582,1
1156,23,12976,1
1157,23,9464,1
1158,23,15167,1
1159,23,25317,1
1160,23,21587,1
1161,23,11227,1
1162,23,28092,1
1163,23,19868,1
1164,23,13297,1
1165,23,2273,1
1166,23,27385,1
1167,23,27835,1
1168,23,9183,1
1169,23,18299,1
1170,23,18206,1
1171,23,26673,1
1172,23,26749,1
1173,23,5648,1
1174,23,14776,1
1175,23,2315,1
1176,23,26569,1
1177,23,15057,1
1178,23,27095,1
1179,23,3058,1
1180,23,11654,1
1181,23,27496,1
1182,23,23386,1
1183,23,4192,1
1184,23,1538,1
1185,23,10299,1
1186,23,14358,1
1187,23,19432,1
1188,23,7811,1
1189,23,29479,1
1190,23,13523,1
1191,23,13623,1
1192,23,6979,1
1193,23,18313,1
1194,23,22914,1
1195,23,9586,1
1196,23,12850,1
1197,23,15033,1
1198,23,26327,1
1199,23,16430,1
1200,24,21475,1
1201,24,19097,1
1202,24,16577,1
1203,24,24159,1
1204,24,12523,1
1205,24,9510,1
1206,24,9907,1
1207,24,26957,1
1208,24,399,1
1209,24,30620,1
1210,24,3586,1
1211,24,16571,1
1212,24,13989,1
1213,24,27924,1
1214,24,10416,1
1215,24,27934,1
1216,24,28346,1
1217,24,1289,1
1218,24,1573,1
1219,24,3645,1
1220,24,12371,1
1221,24,14767,1
1222,24,13625,1
1223,24,24251,1
1224,24,21507,1
1225,24,15865,1
1226,24,26881,1
1227,24,28124,1
1228,24,19098,1
1229,24,20725,1
1230,24,9900,1
1231,24,27067,1
1232,24,1187,1
1233,24,12220,1
1234,24,29513,1
1235,24,656,1
1236,24,29037,1
1237,24,10602,1
1238,24,28250,1
1239,24,11897,1
1240,24,1553,1
1241,24,14174,1
1242,24,26199,1
1243,24,2116,1
1244,24,5961,1
1245,24,6847,1
1246,24,18516,1
1247,24,22557,1
1248,24,5214,1
1249,24,14622,1
1250,25,14288,1
1251,25,22724,1
1252,25,18727,1
1253,25,22046,1
1254,25,20026,1
1255,25,16096,1
1256,25,23957,1
1257,25,24005,1
1258,25,12585,1
1259,25,9997,1
1260,25,11118,1
1261,25,19681,1
1262,25,8967,1
1263,25,9300,1
1264,25,16313,1
1265,25,28578,1
1266,25,18173,1
1267,25,142,1
1268,25,24735,1
1269,25,15666,1
1270,25,7506,1
1271,25,27012,1
1272,25,3089,1
1273,25,6218,1
1274,25,17105,1
1275,25,17083,1
1276,25,6137,1
1277,25,20778,1
1278,25,7456,1
1279,25,28733,1
1280,25,3237,1
1281,25,8753,1
1282,25,22097,1
1283,25,782,1
1284,25,12227,1
1285,25,30040,1
1286,25,16810,1
1287,25,17037,1
1288,25,20063,1
1289,25,12737,1
1290,25,18324,1
1291,25,15455,1
1292,25,9309,1
1293,25,23573,1
1294,25,24777,1
1295,25,29369,1
1296,25,25122,1
1297,25,466,1
1298,25,10559,1
1299,25,11100,1
1300,26,26986,1
1301,26,26315,1
1302,26,7697,1
1303,26,13256,1
1304,26,21184,1
1305,26,10528,1
1306,26,24763,1
1307,26,1271,1
1308,26,1315,1
1309,26,12234,1
1310,26,5899,1
1311,26,2232,1
1312,26,1571,1
1313,26,4358,1
1314,26,8278,1
1315,26,22498,1
1316,26,2805,1
1317,26,21203,1
1318,26,22802,1
1319,26,9813,1
1320,26,19840,1
1321,26,15674,1
1322,26,30752,1
1323,26,13465,1
1324,26,10586,1
1325,26,22386,1
1326,26,22763,1
1327,26,10017,1
1328,26,3537,1
1329,26,5193,1
1330,26,14618,1
1331,26,28865,1
1332,26,23228,1
1333,26,23347,1
1334,26,17386,1
1335,26,13633,1
1336,26,21669,1
1337,26,4250,1
1338,26,4593,1
1339,26,4116,1
1340,26,17259,1
1341,26,20931,1
1342,26,8612,1
1343,26,22057,1
1344,26,30519,1
1345,26,21555,1
1346,26,19226,1
1347,26,16964,1
1348,26,18895,1
1349,26,22452,1
1350,27,8581,1
1351,27,23313,1
1352,27,20489,1
1353,27,8230,1
1354,27,20641,1
1355,27,11958,1
1356,27,11920,1
1357,27,17473,1
1358,27,13169,1
1359,27,19825,1
1360,27,29772,1
1361,27,2122,1
1362,27,18022,1
1363,27,13223,1
1364,27,13399,1
1365,27,20609,1
1366,27,20862,1
1367,27,16448,1
1368,27,27090,1
1369,27,4276,1
1370,27,12430,1
1371,27,16461,1
1372,27,19602,1
1373,27,9006,1
1374,27,6409,1
1375,27,13634,1
1376,27,18329,1
1377,27,17564,1
1378,27,11305,1
1379,27,11674,1
1380,27,27847,1
1381,27,5555,1
1382,27,13237,1
1383,27,27059,1
1384,27,10543,1
1385,27,22743,1
1386,27,15849,1
1387,27,10492,1
1388,27,25298,1
1389,27,28625,1
1390,27,23884,1
1391,27,5154,1
1392,27,19008,1
1393,27,8537,1
1394,27,1236,1
1395,27,29318,1
1396,27,1411,1
1397,27,13248,1
1398,27,26094,1
1399,27,4003,1
1400,28,25372,1
1401,28,4323,1
1402,28,12559,1
1403,28,30293,1
1404,28,19487,1
1405,28,16364,1
1406,28,9894,1
1407,28,20110,1
1408,28,5516,1
1409,28,30644,1
1410,28,9621,1
1411,28,26877,1
1412,28,13246,1
1413,28,28071,1
1414,28,5716,1
1415,28,4307,1
1416,28,20064,1
1417,28,2119,1
1418,28,9298,1
1419,28,22110,1
1420,28,16758,1
1421,28,21845,1
1422,28,18044,1
1423,28,2286,1
1424,28,18375,1
1425,28,23899,1
1426,28,30244,1
1427,28,4185,1
1428,28,18414,1
1429,28,1790,1
1430,28,29110,1
1431,28,16128,1
1432,28,23888,1
1433,28,28241,1
1434,28,18875,1
1435,28,15406,1
1436,28,15593,1
1437,28,11557,1
1438,28,8102,1
1439,28,14048,1
1440,28,17629,1
1441,28,24760,1
1442,28,21924,1
1443,28,6608,1
1444,28,27648,1
1445,28,3351,1
1446,28,29376,1
1447,28,19538,1
1448,28,21509,1
1449,28,16685,1
1450,29,1336,1
1451,29,22702,1
1452,29,26413,1
1453,29,1728,1
1454,29,15419,1
1455,29,12542,1
1456,29,2829,1
1457,29,12453,1
1458,29,13318,1
1459,29,7894,1
1460,29,11551,1
1461,29,1002,1
1462,29,1697,1
1463,29,22040,1
1464,29,4560,1
1465,29,23236,1
1466,29,12557,1
1467,29,3024,1
1468,29,25020,1
1469,29,5870,1
1470,29,4293,1
1471,29,9958,1
1472,29,8787,1
1473,29,26070,1
1474,29,3607,1
1475,29,5010,1
1476,29,18200,1
1477,29,20750,1
1478,29,21951,1
1479,29,13961,1
1480,29,27734,1
1481,29,23977,1
1482,29,2507,1
1483,29,3975,1
1484,29,11219,1
1485,29,2735,1
1486,29,4958,1
1487,29,10224,1
1488,29,22166,1
1489,29,2919,1
1490,29,20947,1
1491,29,6724,1
1492,29,14566,1
1493,29,3759,1
1494,29,14740,1
1495,29,18052,1
1496,29,3336,1
1497,29,22533,1
1498,29,8302,1
1499,29,27031,1
